Recorder,Date,Month,Plant_ID,Quad1,Height_cm,Canopy_x_cm,Canopy_y_cm,Notes,,Quad2,,,,,,,,,,,,,,,,
BW,4/3/24,April,D5.BROMAD.1,TR,24.25,8,1.75,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,E2.BROMAD.1,CR,23,9,6,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,E4.BROMAD.1,CB,14,7,2.5,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,F2.BROMAD.1,BL,14.25,10.5,5,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,F7.BROMAD.1,TR/C,19.5,24.5,28,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,G4.BROMAD.1,TL,15,24.5,10.5,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,H3.BROMAD.1,C,18,7,5,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,I3.BROMAD.1,BR,22.5,15,11,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,J4.BROMAD.1,TL,8,4.5,5,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,J7.BROMAD.1,TR/C,19,6.5,2.75,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,A6.CALMEN.1,NA,,,,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,A7.CALMEN.1,NA,,,,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,B3.CALMEN.1,NA,,,,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,B6.CALMEN.1,NA,,,,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,C2.CALMEN.1,NA,,,,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,D7.CALMEN.1,NA,,,,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,D8.CALMEN.1,NA,,,,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,E5.CALMEN.1,NA,,,,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,E6.CALMEN.1,NA,,,,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,F6.CALMEN.1,NA,,,,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,G3.CALMEN.1,NA,,,,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,H1.CALMEN.1,NA,,,,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,H8.CALMEN.1,NA,,,,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,I2.CALMEN.1,NA,,,,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,J5.CALMEN.1,NA,,,,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,J8.CALMEN.1,NA,,,,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,A2.CAUCOU.1,NA,,,,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,A4.CAUCOU.1,na,,,,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,B8.CAUCOU.1,BR,41,34,6,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,C6.CAUCOU.1,NA,,,,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,C7.CAUCOU.1,NA,,,,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,D3.CAUCOU.1,NA,,,,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,D5.CAUCOU.1,NA,,,,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,E2.CAUCOU.1,NA,,,,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,E4.CAUCOU.1,NA,,,,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,F2.CAUCOU.1,NA,,,,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,F7.CAUCOU.1,NA,,,,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,G4.CAUCOU.1,NA,,,,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,H3.CAUCOU.1,NA,,,,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,I3.CAUCOU.1,NA,,,,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,J4.CAUCOU.1,TR,30,29.75,16,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,J7.CAUCOU.1,NA,,,,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,A6.CENMEL.1,C,11.25,4.25,5,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,A7.CENMEL.1,TL,17,22,16.5,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,B3.CENMEL.1,TC,3,5.25,3.75,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,B6.CENMEL.1,C,6.5,3.25,2,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,C2.CENMEL.1,C,18,6.5,5,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,D7.CENMEL.1,BR,18.5,19.5,14,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,D8.CENMEL.1,BR,6,6.5,4.5,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,E5.CENMEL.1,TR/C,13.5,17.5,16,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,E6.CENMEL.1,C/TL,16.25,12,11,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,F6.CENMEL.1,C,15,9,7.5,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,G3.CENMEL.1,C,19,17,16,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,H1.CENMEL.1,C,12.25,11,9.5,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,H8.CENMEL.1,TC,19,14.5,13,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,I2.CENMEL.1,C,14,16,9.5,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,J5.CENMEL.1,CB,5.75,4.25,2.25,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,J8.CENMEL.1,CB,13,7,3,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,A1.CLAPUR.1,CT,2.25,4,1.5,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,B4.CLAPUR.1,TR,1.5,1.75,1.25,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,C3.CLAPUR.1,CB,NA,NA,NA,dead,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,C8.CLAPUR.1,BR,1.5,1,0.75,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,D1.CLAPUR.1,BC,7.5,11,5,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,E1.CLAPUR.1,C,2,8,4.75,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,E3.CLAPUR.1,CR,2.25,2.75,2.5,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,F1.CLAPUR.1,C,5.5,7,5,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,G6.CLAPUR.1,TL,1.75,4,2.25,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,G7.CLAPUR.1,TC,2,7.5,6,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,H2.CLAPUR.1,TR,2,5,3.5,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,H6.CLAPUR.1,BR,2,5,3,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,I5.CLAPUR.1,CR,3,7.5,6.5,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,I6.CLAPUR.1,TL,3,25.5,15.5,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,I8.CLAPUR.1,C,2,2.5,2,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,J2.CLAPUR.1,BL/C,2,3.75,1.5,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,A3.CLAPUR.1,BL,3,1.5,1,struggling,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,B1.CLAPUR.1,TR,3.25,5,3,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,B7.CLAPUR.1,C,8.5,4.75,5,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,C4.CLAPUR.1,C,3.5,1.75,1,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,C5.CLAPUR.1,TL,9.5,5.5,1.5,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,D2.CLAPUR.1,C,11.5,7.75,9,bud,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,D6.CLAPUR.1,TC,5.75,5.75,2,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,E8.CLAPUR.1,BR,5.5,7,4,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,F3.CLAPUR.1,CT,9.75,4,3.5,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,F8.CLAPUR.1,TL,NA,NA,NA,dead,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,G1.CLAPUR.1,BR,14.5,10,9.5,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,G8.CLAPUR.1,BC,7.5,3.5,4.5,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,H5.CLAPUR.1,BR,12.75,15.5,18.5,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,I1.CLAPUR.1,BR,10,5.5,2.5,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,I4.CLAPUR.1,TR,16.5,29,23.5,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,J1.CLAPUR.1,BL,5.5,4,3.5,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,A5.CLAPUR.1,C,3.75,1.25,1.5,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,A8.CLAPUR.1,C,6.75,1.25,1.75,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,B2.CLAPUR.1,BL,3.5,1.5,0.75,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,B5.CLAPUR.1,BR,4.75,2,1.75,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,C1.CLAPUR.1,BR,4.5,3.25,1,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,D4.CLAPUR.1,C,8,5.5,3.5,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,E7.CLAPUR.1,C,11.5,5.5,5,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,F4.CLAPUR.1,C,15,12,9.5,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,F5.CLAPUR.1,BL,21,15.5,13,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,G2.CLAPUR.1,C,14,3.75,4,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,G5.CLAPUR.1,CL,15.25,10,5.5,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,H4.CLAPUR.1,TR,16,12,7,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,H7.CLAPUR.1,TC,7.75,7,4.25,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,I7.CLAPUR.1,TR,5.5,4,2.5,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,J3.CLAPUR.1,TL,14.5,5.5,4,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,J6.CLAPUR.1,C,3,1.25,1.25,struggling,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,A6.CORFIL.1,C,6,5,4.5,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,A7.CORFIL.1,BR,8,7,8,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,B3.CORFIL.1-A6,TR,7,6.5,5.5,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,B6.CORFIL.1,BC,3,2.5,1.75,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,C2.CORFIL.1-A7,CR,7.5,8,6,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,D7.CORFIL.1,BR,5,9,6.5,tip broken,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,D8.CORFIL.1,TR,4,7,5,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,E5.CORFIL.1-D7,BR,5,4,3.25,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,E6.CORFIL.1-D8,TR,2.5,4,3,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,F6.CORFIL.1,BL,6.5,7.5,4.5,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,G3.CORFIL.1,BL,5,4,2.75,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,H1.CORFIL.1,CB,9,4.5,5.5,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,H8.CORFIL.1,CL,8,5.75,3.5,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,I2.CORFIL.1,TC/C,3.25,4,2.5,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,J5.CORFIL.1,BR,3.25,2.5,2.5,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,J8.CORFIL.1-J5,C/BL,3,2.5,1.25,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,23.A6.CORFIL.1,C,17.5,19.5,17,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,23.A7.CORFIL.1,C,NA,NA,NA,nf,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,23.B3.CORFIL.1,BR,26.5,22,16.5,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,23.B6.CORFIL.1,TR,23,19,12,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,23.C2.CORFIL.1,C,26,37,24,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,23.D7.CORFIL.1,BR,29,33,29,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,23.D8.CORFIL.1,C,NA,NA,NA,nf,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,23.E5.CORFIL.1,BR,22,20,16,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,23.E6.CORFIL.1,TR,27.5,34,35.5,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,23.F6.CORFIL.1,BR,25.5,33,26,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,23.G3.CORFIL.1,BR,17,26.5,20,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,23.H1.CORFIL.1,TR,25.5,35,21,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,23.H8.CORFIL.1,C,25.25,19,13,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,23.I2.CORFIL.1,N/A,,,,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,23.J5.CORFIL.1,C,NA,NA,NA,nf,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,23.J8.CORFIL.1,CL,28,27,19,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,A1.DANCAL.1,N/A,,,,nf,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,B4.DANCAL.1,N/A,,,,nf,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,C3.DANCAL.1,N/A,,,,nf,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,C8.DANCAL.1,N/A,,,,nf,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,D1.DANCAL.1,N/A,,,,nf,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,E1.DANCAL.1,TC,4,4.25,2,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,E3.DANCAL.1,N/A,,,,,,BL,,,,,,,,,,,,,,,,
BW,4/3/24,April,F1.DANCAL.1,N/A,,,,nf,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,G6.DANCAL.1,N/A,,,,,,TR,,,,,,,,,,,,,,,,
BW,4/3/24,April,G7.DANCAL.1,CL,2.25,4,2,,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,H2.DANCAL.1,N/A,,,,nf,,,,,,,,,,,,,,,,,,
BW,4/3/24,April,H6.DANCAL.1,N/A,,,,nf,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,I5.DANCAL.1,N/A,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,I6.DANCAL.1,N/A,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,I8.DANCAL.1,N/A,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,J2.DANCAL.1,N/A,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,23.A1.DANCAL.1,N/A,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,23.B4.DANCAL.1,N/A,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,23.C3.DANCAL.1,TR/CR,NA,NA,NA,nf,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,23.C8.DANCAL.1,TR,NA,NA,NA,nf,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,23.D1.DANCAL.1,N/A,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,23.E1.DANCAL.1,BL,NA,NA,NA,nf,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,23.E3.DANCAL.1,BL,10.5,14.5,12.5,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,23.F1.DANCAL.1,TR,NA,NA,NA,nf,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,23.G6.DANCAL.1,BL,9,22.5,18,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,23.G7.DANCAL.1,C,NA,NA,NA,nf,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,23.H2.DANCAL.1,BR,NA,NA,NA,nf,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,23.H6.DANCAL.1,TR,4.75,7.5,4,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,23.I5.DANCAL.1,N/A,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,23.I6.DANCAL.1,N/A,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,23.I8.DANCAL.1,TR,NA,NA,NA,nf,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,23.J2.DANCAL.1,TR,3.5,7.75,7,,,,,,,,,,,,,,,,,,,
AK,4/1/24,April,A1.DAUPUS.1,TR,3.5,5,4.75,,,,,,,,,,,,,,,,,,,
MR,4/1/24,April,B4.DAUPUS.1,CR,4,5,2.5,,,,,,,,,,,,,,,,,,,
MR,4/1/24,April,C3.DAUPUS.1,TC,NA,NA,NA,dead,,,,,,,,,,,,,,,,,,
MR,4/1/24,April,C8.DAUPUS.1,TR,3.5,11,5.5,,,,,,,,,,,,,,,,,,,
MR,4/1/24,April,D1.DAUPUS.1,BR,7,9.5,6,,,,,,,,,,,,,,,,,,,
AK,4/1/24,April,E1.DAUPUS.1,TR,4.75,4,3.25,,,,,,,,,,,,,,,,,,,
AK,4/1/24,April,E3.DAUPUS.1,BL,NA,NA,NA,dead,,,,,,,,,,,,,,,,,,
MR,4/1/24,April,F1.DAUPUS.1,TC,6,9.5,4.25,,,,,,,,,,,,,,,,,,,
AK,4/1/24,April,G6.DAUPUS.1-G7,TC,3,6.5,4,,,,,,,,,,,,,,,,,,,
AK,4/1/24,April,G7.DAUPUS.1,TC,2.25,5,4,,,,,,,,,,,,,,,,,,,
AK,4/1/24,April,H2.DAUPUS.1,CC,3.25,8.25,7.5,,,,,,,,,,,,,,,,,,,
AK,4/1/24,April,H6.DAUPUS.1,BL,4.75,3.75,3,,,,,,,,,,,,,,,,,,,
MR,4/1/24,April,I5.DAUPUS.1-C3,CR,3,2,2,,,,,,,,,,,,,,,,,,,
MR,4/1/24,April,I6.DAUPUS.1-C8,TL,4.75,10.5,4,,,,,,,,,,,,,,,,,,,
MR,4/1/24,April,I8.DAUPUS.1,CL,2,11,7.5,,,,,,,,,,,,,,,,,,,
MR,4/1/24,April,J2.DAUPUS.1,N/A,NA,NA,NA,not found,,,,,,,,,,,,,,,,,,
AK,4/1/24,April,A3.DAUPUS.1,TC,NA,NA,NA,dead,,,,,,,,,,,,,,,,,,
MR,4/1/24,April,B1.DAUPUS.1,BL,2,1.5,1,,,,,,,,,,,,,,,,,,,
MR,4/1/24,April,B7.DAUPUS.1,CC,8.75,12,10,,,,,,,,,,,,,,,,,,,
MR,4/1/24,April,C4.DAUPUS.1,BR,5.25,7,4.5,,,,,,,,,,,,,,,,,,,
MR,4/1/24,April,C5.DAUPUS.1,CR,NA,NA,NA,dead,,,,,,,,,,,,,,,,,,
MR,4/1/24,April,D2.DAUPUS.1,TR,6,11,7,,,,,,,,,,,,,,,,,,,
MR,4/1/24,April,D6.DAUPUS.1-E8,C,4.75,3,2,,,,,,,,,,,,,,,,,,,
AK,4/1/24,April,E8.DAUPUS.1,BL,4,8.5,5.5,,,,,,,,,,,,,,,,,,,
MR,4/1/24,April,F3.DAUPUS.1,CC,7.25,6.5,3.75,,,,,,,,,,,,,,,,,,,
MR,4/1/24,April,F8.DAUPUS.1,BL,4.5,9.5,5,,,,,,,,,,,,,,,,,,,
AK,4/1/24,April,G1.DAUPUS.1,BC,0.5,1,0.5,,,,,,,,,,,,,,,,,,,
AK,4/1/24,April,G8.DAUPUS.1,BC,6.25,7,6.5,,,,,,,,,,,,,,,,,,,
AK,4/1/24,April,H5.DAUPUS.1,CT,6.25,5.5,1.25,,,,,,,,,,,,,,,,,,,
AK,4/1/24,April,I1.DAUPUS.1,CR,3.5,5.75,2,,,,,,,,,,,,,,,,,,,
AK,4/1/24,April,I4.DAUPUS.1,C,3.75,3,1,,,,,,,,,,,,,,,,,,,
MR,4/1/24,April,J1.DAUPUS.1,C,4.75,2.5,2,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,A5.ELYCAP.1,C,6,13,10.5,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,A8.ELYCAP.1,CR,7.5,16.5,12,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,B2.ELYCAP.1,CR,9,19.5,22,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,B5.ELYCAP.1,CL,4.75,10.5,6,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,C1.ELYCAP.1,C,5.5,7,5,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,D4.ELYCAP.1,CL,3,12,8.5,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,E7.ELYCAP.1,CL,6.75,14,12.5,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,F4.ELYCAP.1,TR,5.75,17,14.5,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,F5.ELYCAP.1,BL,8.5,16,12,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,G2.ELYCAP.1,TR,6,23.5,24,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,G5.ELYCAP.1,C,5.25,15,12,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,H4.ELYCAP.1,TR,5,15.5,12.5,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,H7.ELYCAP.1,BC,5,18.5,6.5,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,I7.ELYCAP.1,BR,6.25,29.75,30,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,J3.ELYCAP.1,CL,8,29.5,25,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,J6.ELYCAP.1,TL,3.25,14,11,stressed,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,A3.EROBOT.1,N/A,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,B1.EROBOT.1,N/A,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,B7.EROBOT.1,N/A,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,C4.EROBOT.1,N/A,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,C5.EROBOT.1,N/A,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,D2.EROBOT.1,N/A,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,D6.EROBOT.1,N/A,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,E8.EROBOT.1,N/A,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,F3.EROBOT.1,N/A,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,F8.EROBOT.1,N/A,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,G1.EROBOT.1,N/A,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,G8.EROBOT.1,N/A,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,H5.EROBOT.1,N/A,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,I1.EROBOT.1,N/A,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,I4.EROBOT.1,N/A,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,J1.EROBOT.1,N/A,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,A5.EROBOT.1,N/A,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,A8.EROBOT.1,N/A,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,B2.EROBOT.1,N/A,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,B5.EROBOT.1,N/A,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,C1.EROBOT.1,BR,3,2.25,1.25,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,D4.EROBOT.1,N/A,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,E7.EROBOT.1,N/A,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,F4.EROBOT.1,N/A,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,F5.EROBOT.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,G2.EROBOT.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,G5.EROBOT.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,H4.EROBOT.1,C,6.75,27,24,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,H7.EROBOT.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,I7.EROBOT.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,J3.EROBOT.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,J6.EROBOT.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,A6.EROCIC.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,A7.EROCIC.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,B3.EROCIC.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,B6.EROCIC.1,TL,1.75,2,0.75,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,C2.EROCIC.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,D7.EROCIC.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,D8.EROCIC.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,E5.EROCIC.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,E6.EROCIC.1,CL,8.5,10.5,8,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,F6.EROCIC.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,4/1/24,April,G3.EROCIC.1,na,NA,NA,NA,,,,,,,,,,,,,,,,,,,
